month_year,week,date,breakfast_items,breakfast_kg,lunch_items,lunch_kg,dinner_items,dinner_kg
Apr2024,week3,15/04/2024,Puri;Aloo Paratha;Chole Bhature,72.24;43.11;57.01,Rice;Rasam;Dal Tadka,257.89;229.47;211.45,Roti;Aloo Gobi;Dal Makhani,270.16;326.00;308.88
Apr2024,week3,16/04/2024,Samosa;Chole Bhature;Upma,72.87;61.08;78.51,Rice;Rajma;Rasam,275.60;282.08;204.84,Roti;Chana Masala;Dal Makhani,302.06;318.18;287.59
Apr2024,week3,17/04/2024,Medu Vada;Idli;Puri,61.63;90.95;77.87,Rice;Sambar;Chole,287.46;251.46;205.93,Roti;Shahi Paneer;Chana Masala,351.96;289.21;312.08
Apr2024,week3,18/04/2024,Chole Bhature;Dosa;Samosa,61.58;89.88;74.85,Rice;Palak Paneer;Sambar,300.17;299.90;202.66,Roti;Paneer Tikka;Aloo Gobi,302.84;281.25;305.76
Apr2024,week3,19/04/2024,Poha;Puri;Samosa,61.00;73.55;75.04,Rice;Dal Tadka;Rasam,242.16;257.94;201.10,Roti;Paneer Tikka;Paneer Butter Masala,308.12;368.49;285.40
Apr2024,week3,20/04/2024,Medu Vada;Poha;Upma,59.52;59.86;73.26,Rice;Palak Paneer;Rasam,302.96;275.68;205.46,Roti;Aloo Gobi;Tandoori Roti,269.25;306.16;287.46
Apr2024,week3,21/04/2024,Chole Bhature;Medu Vada;Aloo Paratha,58.06;58.17;43.80,Rice;Sambar;Rajma,291.16;279.03;206.92,Roti;Shahi Paneer;Tandoori Roti,349.58;294.15;293.85
Apr2024,week4,22/04/2024,Chole Bhature;Samosa;Aloo Paratha,61.24;72.21;43.53,Rice;Palak Paneer;Sambar,300.47;285.29;206.75,Roti;Paneer Tikka;Aloo Gobi,288.39;257.44;311.92
Apr2024,week4,23/04/2024,Aloo Paratha;Upma;Dosa,47.06;77.50;87.52,Rice;Dal Tadka;Sambar,234.39;309.53;201.41,Roti;Paneer Tikka;Chana Masala,292.68;303.66;313.94
Apr2024,week4,24/04/2024,Idli;Poha;Chole Bhature,90.92;62.60;57.66,Rice;Sambar;Rajma,305.34;269.83;200.21,Roti;Paneer Tikka;Dal Makhani,312.16;323.36;310.66
Apr2024,week4,25/04/2024,Puri;Dosa;Samosa,77.29;86.40;77.73,Rice;Mixed Vegetables;Rajma,271.86;280.28;212.63,Roti;Tandoori Roti;Dal Makhani,292.79;318.02;301.73
Apr2024,week4,26/04/2024,Aloo Paratha;Dosa;Idli,43.29;88.89;90.14,Rice;Mixed Vegetables;Palak Paneer,278.51;306.75;212.11,Roti;Aloo Gobi;Tandoori Roti,274.12;298.08;307.00
Apr2024,week4,27/04/2024,Puri;Dosa;Poha,76.27;93.35;58.80,Rice;Dal Tadka;Sambar,231.68;290.79;219.30,Roti;Paneer Tikka;Dal Makhani,289.72;318.27;310.00
Apr2024,week4,28/04/2024,Medu Vada;Poha;Puri,60.95;61.98;73.13,Rice;Rajma;Mixed Vegetables,269.62;278.41;210.53,Roti;Paneer Butter Masala;Dal Makhani,352.96;337.18;286.98
Apr2024,week5,29/04/2024,Aloo Paratha;Upma;Medu Vada,45.46;75.48;62.09,Rice;Chole;Palak Paneer,234.21;297.85;205.58,Roti;Aloo Gobi;Shahi Paneer,278.19;375.74;292.41
Apr2024,week5,30/04/2024,Upma;Poha;Aloo Paratha,75.09;62.90;44.77,Rice;Curd Rice;Rajma,304.43;265.75;207.97,Roti;Paneer Butter Masala;Shahi Paneer,349.98;373.58;288.57
May2024,week1,01/05/2024,Medu Vada;Puri;Dosa,58.28;78.01;87.78,Rice;Curd Rice;Rajma,309.15;270.91;218.58,Roti;Dal Makhani;Bhindi Fry,336.60;249.76;303.67
May2024,week1,02/05/2024,Upma;Aloo Paratha;Idli,76.11;44.53;88.87,Rice;Curd Rice;Palak Paneer,298.76;289.09;204.99,Roti;Paneer Tikka;Shahi Paneer,310.39;370.65;312.27
May2024,week1,03/05/2024,Dosa;Upma;Chole Bhature,90.30;74.45;57.84,Rice;Chole;Dal Tadka,246.72;237.18;203.38,Roti;Paneer Butter Masala;Aloo Gobi,372.65;258.77;306.54
May2024,week1,04/05/2024,Medu Vada;Puri;Poha,61.58;73.79;59.84,Rice;Chole;Sambar,237.78;288.38;214.17,Roti;Aloo Gobi;Tandoori Roti,264.47;292.72;297.42
May2024,week1,05/05/2024,Poha;Chole Bhature;Samosa,58.97;62.35;75.08,Rice;Palak Paneer;Rajma,286.22;259.74;206.97,Roti;Shahi Paneer;Paneer Tikka,366.73;294.04;303.19
May2024,week1,06/05/2024,Puri;Medu Vada;Upma,71.64;61.85;78.09,Rice;Sambar;Rasam,285.49;261.18;214.66,Roti;Shahi Paneer;Aloo Gobi,362.58;265.19;301.35
May2024,week1,07/05/2024,Samosa;Chole Bhature;Idli,71.88;57.08;92.06,Rice;Rajma;Curd Rice,267.26;295.52;216.73,Roti;Dal Makhani;Paneer Butter Masala,331.17;352.62;292.90
May2024,week2,08/05/2024,Chole Bhature;Aloo Paratha;Samosa,62.94;46.47;75.98,Rice;Rasam;Curd Rice,275.86;286.11;207.63,Roti;Dal Makhani;Shahi Paneer,328.06;371.02;290.02
May2024,week2,09/05/2024,Aloo Paratha;Puri;Poha,43.32;75.45;58.75,Rice;Rasam;Sambar,273.16;309.25;211.05,Roti;Paneer Tikka;Chana Masala,296.81;285.19;311.41
May2024,week2,10/05/2024,Medu Vada;Idli;Aloo Paratha,59.06;94.04;43.40,Rice;Rajma;Chole,280.37;236.99;206.03,Roti;Aloo Gobi;Paneer Butter Masala,271.83;377.38;306.83
May2024,week2,11/05/2024,Puri;Poha;Chole Bhature,73.49;59.26;58.72,Rice;Dal Tadka;Curd Rice,244.40;292.53;205.09,Roti;Tandoori Roti;Shahi Paneer,288.26;348.82;289.40
May2024,week2,12/05/2024,Idli;Dosa;Chole Bhature,88.40;88.71;61.01,Rice;Rajma;Palak Paneer,270.74;288.65;207.41,Roti;Tandoori Roti;Shahi Paneer,297.91;343.77;309.48
May2024,week2,13/05/2024,Aloo Paratha;Idli;Upma,45.46;87.26;74.28,Rice;Curd Rice;Chole,314.49;251.43;219.61,Roti;Dal Makhani;Aloo Gobi,329.08;281.44;289.15
May2024,week2,14/05/2024,Idli;Puri;Upma,90.58;71.60;74.97,Rice;Palak Paneer;Sambar,301.48;309.03;217.20,Roti;Shahi Paneer;Paneer Butter Masala,363.92;347.49;296.66
May2024,week3,15/05/2024,Upma;Dosa;Puri,76.53;89.85;75.74,Rice;Chole;Dal Tadka,239.49;238.02;213.85,Roti;Paneer Butter Masala;Shahi Paneer,357.60;348.97;306.18
May2024,week3,16/05/2024,Upma;Puri;Chole Bhature,74.62;77.18;59.00,Rice;Mixed Vegetables;Chole,265.19;236.93;204.70,Roti;Dal Makhani;Chana Masala,328.63;297.49;296.66
May2024,week3,17/05/2024,Idli;Medu Vada;Puri,90.29;61.76;71.54,Rice;Sambar;Rasam,295.25;275.60;204.97,Roti;Shahi Paneer;Chana Masala,366.82;308.34;293.09
May2024,week3,18/05/2024,Samosa;Upma;Dosa,78.39;74.31;89.77,Rice;Palak Paneer;Sambar,304.55;300.59;218.94,Roti;Paneer Butter Masala;Tandoori Roti,371.32;311.74;299.83
May2024,week3,19/05/2024,Aloo Paratha;Chole Bhature;Upma,43.57;59.82;76.91,Rice;Mixed Vegetables;Chole,274.55;236.19;209.06,Roti;Paneer Butter Masala;Dal Makhani,346.74;325.55;287.28
May2024,week3,20/05/2024,Idli;Medu Vada;Upma,90.38;59.84;77.14,Rice;Palak Paneer;Curd Rice,313.40;291.17;212.62,Roti;Shahi Paneer;Paneer Butter Masala,368.27;360.83;300.49
May2024,week3,21/05/2024,Chole Bhature;Poha;Idli,58.11;59.21;93.25,Rice;Sambar;Mixed Vegetables,297.16;268.92;212.30,Roti;Paneer Butter Masala;Tandoori Roti,367.63;297.42;293.05
May2024,week4,22/05/2024,Samosa;Medu Vada;Puri,73.44;60.20;75.26,Rice;Curd Rice;Palak Paneer,286.28;286.64;215.20,Roti;Tandoori Roti;Aloo Gobi,310.82;274.73;314.26
May2024,week4,23/05/2024,Puri;Dosa;Samosa,73.30;91.15;71.27,Rice;Mixed Vegetables;Curd Rice,259.89;306.54;218.30,Roti;Dal Makhani;Shahi Paneer,321.46;347.64;314.92
May2024,week4,24/05/2024,Upma;Puri;Dosa,77.87;72.30;86.33,Rice;Mixed Vegetables;Chole,279.23;240.48;219.51,Roti;Paneer Butter Masala;Shahi Paneer,357.63;347.29;297.79
May2024,week4,25/05/2024,Aloo Paratha;Upma;Medu Vada,43.39;75.89;58.89,Rice;Palak Paneer;Dal Tadka,314.60;232.44;220.08,Roti;Tandoori Roti;Dal Makhani,301.24;321.84;293.91
May2024,week4,26/05/2024,Idli;Puri;Samosa,94.25;78.74;77.54,Rice;Mixed Vegetables;Dal Tadka,266.95;232.45;213.52,Roti;Paneer Butter Masala;Tandoori Roti,371.33;304.75;314.84
May2024,week4,27/05/2024,Chole Bhature;Medu Vada;Upma,57.99;57.79;78.71,Rice;Rajma;Rasam,276.42;262.06;206.17,Roti;Tandoori Roti;Bhindi Fry,309.18;230.03;304.63
May2024,week4,28/05/2024,Samosa;Upma;Dosa,78.32;76.58;92.66,Rice;Palak Paneer;Rasam,302.67;281.36;209.79,Roti;Bhindi Fry;Paneer Tikka,250.32;294.05;298.31
May2024,week5,29/05/2024,Dosa;Upma;Chole Bhature,91.99;75.18;62.77,Rice;Dal Tadka;Rasam,246.86;274.94;206.04,Roti;Paneer Butter Masala;Paneer Tikka,371.43;309.95;301.85
May2024,week5,30/05/2024,Poha;Puri;Idli,57.92;78.62;86.25,Rice;Rajma;Sambar,262.91;300.53;200.10,Roti;Tandoori Roti;Chana Masala,287.51;302.51;296.50
May2024,week5,31/05/2024,Chole Bhature;Idli;Aloo Paratha,62.07;91.68;43.12,Rice;Rajma;Palak Paneer,269.13;285.37;215.70,Roti;Tandoori Roti;Dal Makhani,293.00;340.22;286.26
Jun2024,week1,01/06/2024,Chole Bhature;Upma;Puri,61.07;77.49;74.45,Rice;Palak Paneer;Chole,303.55;251.63;210.33,Roti;Paneer Tikka;Aloo Gobi,298.61;269.07;309.76
Jun2024,week1,02/06/2024,Chole Bhature;Aloo Paratha;Medu Vada,59.40;43.61;57.90,Rice;Chole;Mixed Vegetables,239.78;274.69;202.21,Roti;Bhindi Fry;Tandoori Roti,245.24;285.73;310.04
Jun2024,week1,03/06/2024,Chole Bhature;Medu Vada;Dosa,57.24;59.94;89.97,Rice;Palak Paneer;Curd Rice,311.54;299.42;218.42,Roti;Tandoori Roti;Aloo Gobi,302.53;272.76;309.07
Jun2024,week1,04/06/2024,Medu Vada;Idli;Upma,61.41;92.77;74.14,Rice;Rajma;Rasam,274.31;280.23;219.57,Roti;Shahi Paneer;Dal Makhani,355.29;343.66;294.18
Jun2024,week1,05/06/2024,Puri;Dosa;Medu Vada,77.50;88.19;60.38,Rice;Mixed Vegetables;Rasam,282.67;264.45;205.90,Roti;Aloo Gobi;Bhindi Fry,261.94;243.53;304.32
Jun2024,week1,06/06/2024,Idli;Medu Vada;Puri,92.19;61.58;77.61,Rice;Sambar;Rasam,305.22;262.50;214.99,Roti;Tandoori Roti;Dal Makhani,313.07;337.40;311.13
Jun2024,week1,07/06/2024,Medu Vada;Aloo Paratha;Chole Bhature,61.93;44.35;62.04,Rice;Palak Paneer;Chole,310.85;234.46;214.66,Roti;Shahi Paneer;Paneer Butter Masala,360.26;348.78;307.83
Jun2024,week2,08/06/2024,Medu Vada;Idli;Upma,60.25;88.67;71.95,Rice;Chole;Rasam,234.82;270.04;218.07,Roti;Dal Makhani;Bhindi Fry,346.06;238.73;301.29
Jun2024,week2,09/06/2024,Puri;Dosa;Samosa,72.02;87.18;74.58,Rice;Mixed Vegetables;Sambar,261.28;308.47;205.28,Roti;Bhindi Fry;Paneer Tikka,235.23;310.86;289.42
Jun2024,week2,10/06/2024,Dosa;Medu Vada;Chole Bhature,93.41;59.81;60.98,Rice;Curd Rice;Rajma,303.45;267.01;216.42,Roti;Chana Masala;Bhindi Fry,303.83;249.91;299.62
Jun2024,week2,11/06/2024,Dosa;Medu Vada;Poha,88.47;61.39;57.83,Rice;Dal Tadka;Sambar,238.94;286.65;214.63,Roti;Chana Masala;Shahi Paneer,297.92;352.03;314.28
Jun2024,week2,12/06/2024,Idli;Poha;Aloo Paratha,87.28;61.29;42.85,Rice;Mixed Vegetables;Curd Rice,272.34;286.16;208.54,Roti;Dal Makhani;Tandoori Roti,323.11;303.95;296.91
Jun2024,week2,13/06/2024,Upma;Poha;Chole Bhature,75.79;62.10;61.04,Rice;Palak Paneer;Mixed Vegetables,311.00;258.50;202.05,Roti;Paneer Tikka;Chana Masala,287.79;307.61;305.60
Jun2024,week2,14/06/2024,Aloo Paratha;Dosa;Poha,42.81;93.73;57.97,Rice;Sambar;Dal Tadka,312.82;251.17;206.29,Roti;Paneer Butter Masala;Chana Masala,356.18;306.80;304.13
Jun2024,week3,15/06/2024,Dosa;Medu Vada;Upma,87.79;57.05;75.76,Rice;Dal Tadka;Rasam,245.82;261.30;218.69,Roti;Dal Makhani;Bhindi Fry,344.83;239.11;309.80
Jun2024,week3,16/06/2024,Medu Vada;Upma;Idli,59.42;74.25;90.10,Rice;Palak Paneer;Sambar,307.81;294.10;214.83,Roti;Aloo Gobi;Paneer Butter Masala,281.25;370.85;313.82
Jun2024,week3,17/06/2024,Puri;Dosa;Poha,73.69;90.74;60.54,Rice;Mixed Vegetables;Curd Rice,257.90;289.33;209.58,Roti;Paneer Butter Masala;Aloo Gobi,344.09;275.68;291.46
Jun2024,week3,18/06/2024,Idli;Poha;Puri,86.82;59.93;78.41,Rice;Rajma;Curd Rice,282.96;285.45;203.44,Roti;Paneer Butter Masala;Shahi Paneer,376.58;361.05;299.76
Jun2024,week3,19/06/2024,Puri;Dosa;Poha,72.64;89.43;61.09,Rice;Chole;Sambar,235.39;307.90;207.87,Roti;Shahi Paneer;Paneer Butter Masala,355.17;342.08;306.57
Jun2024,week3,20/06/2024,Idli;Chole Bhature;Samosa,89.76;60.43;72.71,Rice;Chole;Rasam,242.03;280.94;205.90,Roti;Tandoori Roti;Shahi Paneer,295.50;355.52;304.65
Jun2024,week3,21/06/2024,Aloo Paratha;Samosa;Puri,43.76;73.97;73.68,Rice;Mixed Vegetables;Palak Paneer,261.74;306.86;212.06,Roti;Dal Makhani;Paneer Tikka,344.13;309.32;292.73
Jun2024,week4,22/06/2024,Samosa;Chole Bhature;Puri,76.28;60.42;73.41,Rice;Rasam;Mixed Vegetables,282.30;275.04;201.00,Roti;Bhindi Fry;Shahi Paneer,241.02;374.88;300.28
Jun2024,week4,23/06/2024,Samosa;Idli;Puri,71.91;91.12;77.24,Rice;Dal Tadka;Mixed Vegetables,248.58;259.80;214.71,Roti;Paneer Tikka;Dal Makhani,313.05;323.88;302.61
Jun2024,week4,24/06/2024,Aloo Paratha;Samosa;Upma,47.14;74.46;71.61,Rice;Dal Tadka;Sambar,228.54;309.41;199.66,Roti;Chana Masala;Bhindi Fry,290.66;243.69;299.77
Jun2024,week4,25/06/2024,Puri;Idli;Upma,72.70;92.13;74.27,Rice;Chole;Rajma,251.28;270.60;210.82,Roti;Aloo Gobi;Paneer Butter Masala,278.14;375.26;295.71
Jun2024,week4,26/06/2024,Aloo Paratha;Idli;Upma,45.24;91.65;77.60,Rice;Mixed Vegetables;Chole,264.10;237.19;208.19,Roti;Bhindi Fry;Shahi Paneer,232.66;375.08;286.42
Jun2024,week4,27/06/2024,Poha;Medu Vada;Upma,62.36;58.71;77.77,Rice;Palak Paneer;Mixed Vegetables,293.40;273.06;216.97,Roti;Tandoori Roti;Dal Makhani,285.46;321.49;304.87
Jun2024,week4,28/06/2024,Medu Vada;Idli;Puri,61.14;87.27;78.41,Rice;Dal Tadka;Chole,233.23;229.50;208.81,Roti;Tandoori Roti;Bhindi Fry,306.57;244.61;300.17
Jun2024,week5,29/06/2024,Samosa;Dosa;Chole Bhature,74.11;91.32;60.14,Rice;Curd Rice;Rajma,303.03;257.79;211.80,Roti;Aloo Gobi;Paneer Tikka,268.98;298.66;299.19
Jun2024,week5,30/06/2024,Medu Vada;Dosa;Chole Bhature,62.56;90.15;61.21,Rice;Rasam;Dal Tadka,280.81;235.12;209.38,Roti;Tandoori Roti;Chana Masala,314.16;291.01;310.82
Jul2024,week1,01/07/2024,Medu Vada;Upma;Puri,59.92;72.09;78.26,Rice;Mixed Vegetables;Curd Rice,278.65;294.57;210.29,Roti;Paneer Butter Masala;Shahi Paneer,356.23;365.31;290.60
Jul2024,week1,02/07/2024,Upma;Puri;Poha,77.78;77.35;59.57,Rice;Palak Paneer;Curd Rice,293.98;289.34;206.22,Roti;Chana Masala;Paneer Butter Masala,303.14;359.06;308.90
Jul2024,week1,03/07/2024,Aloo Paratha;Chole Bhature;Idli,45.82;59.73;85.94,Rice;Sambar;Rajma,307.14;266.75;214.00,Roti;Dal Makhani;Paneer Tikka,329.32;295.68;303.26
Jul2024,week1,04/07/2024,Upma;Dosa;Chole Bhature,78.57;89.53;61.41,Rice;Sambar;Mixed Vegetables,311.49;264.04;211.31,Roti;Tandoori Roti;Bhindi Fry,311.94;228.01;297.49
Jul2024,week1,05/07/2024,Upma;Poha;Aloo Paratha,76.47;57.22;46.47,Rice;Sambar;Chole,313.76;249.74;212.00,Roti;Paneer Butter Masala;Paneer Tikka,374.72;288.88;311.93
Jul2024,week1,06/07/2024,Samosa;Puri;Dosa,75.32;73.00;90.22,Rice;Rasam;Sambar,258.56;302.85;214.06,Roti;Chana Masala;Bhindi Fry,285.19;236.18;297.89
Jul2024,week1,07/07/2024,Poha;Dosa;Chole Bhature,62.59;87.16;62.13,Rice;Curd Rice;Chole,299.06;238.78;202.88,Roti;Shahi Paneer;Dal Makhani,366.90;339.75;305.10
Jul2024,week2,08/07/2024,Puri;Dosa;Samosa,75.81;90.32;73.60,Rice;Rajma;Mixed Vegetables,279.15;280.39;211.25,Roti;Dal Makhani;Paneer Tikka,325.57;288.29;290.42
Jul2024,week2,09/07/2024,Upma;Samosa;Chole Bhature,72.89;75.13;62.64,Rice;Rajma;Curd Rice,281.17;305.43;211.11,Roti;Dal Makhani;Paneer Tikka,335.80;297.30;290.08
Jul2024,week2,10/07/2024,Chole Bhature;Idli;Samosa,62.38;89.89;76.05,Rice;Curd Rice;Mixed Vegetables,301.28;258.47;215.43,Roti;Bhindi Fry;Aloo Gobi,230.01;283.04;301.33
Jul2024,week2,11/07/2024,Puri;Aloo Paratha;Upma,76.93;46.30;73.74,Rice;Rajma;Dal Tadka,269.81;250.01;220.37,Roti;Shahi Paneer;Paneer Tikka,359.72;286.53;299.07
Jul2024,week2,12/07/2024,Idli;Puri;Aloo Paratha,94.05;77.20;47.04,Rice;Mixed Vegetables;Dal Tadka,277.53;248.79;206.14,Roti;Paneer Tikka;Bhindi Fry,289.47;238.94;288.35
Jul2024,week2,13/07/2024,Upma;Chole Bhature;Puri,74.96;62.30;73.29,Rice;Dal Tadka;Palak Paneer,230.81;312.41;220.45,Roti;Shahi Paneer;Paneer Tikka,351.60;310.87;296.11
Jul2024,week2,14/07/2024,Puri;Medu Vada;Dosa,72.01;60.44;90.71,Rice;Chole;Curd Rice,243.61;295.55;217.92,Roti;Aloo Gobi;Bhindi Fry,261.68;241.80;301.62
Jul2024,week3,15/07/2024,Dosa;Medu Vada;Idli,90.58;61.23;85.52,Rice;Dal Tadka;Sambar,236.03;310.20;201.17,Roti;Bhindi Fry;Dal Makhani,249.30;318.48;308.03
Jul2024,week3,16/07/2024,Idli;Puri;Samosa,87.84;78.59;73.76,Rice;Chole;Sambar,231.11;289.72;220.32,Roti;Paneer Tikka;Bhindi Fry,286.80;230.02;304.44
Jul2024,week3,17/07/2024,Medu Vada;Upma;Poha,62.99;74.92;57.74,Rice;Chole;Curd Rice,249.14;306.85;214.52,Roti;Bhindi Fry;Shahi Paneer,228.22;363.95;297.45
Jul2024,week3,18/07/2024,Dosa;Chole Bhature;Samosa,86.20;57.16;72.07,Rice;Rasam;Palak Paneer,267.44;301.27;207.58,Roti;Tandoori Roti;Dal Makhani,290.85;342.22;293.67
Jul2024,week3,19/07/2024,Idli;Poha;Aloo Paratha,90.62;59.56;42.76,Rice;Curd Rice;Chole,306.62;230.15;205.52,Roti;Dal Makhani;Paneer Tikka,318.33;285.88;285.04
Jul2024,week3,20/07/2024,Samosa;Upma;Aloo Paratha,77.07;73.74;45.81,Rice;Dal Tadka;Rajma,250.49;272.46;212.56,Roti;Paneer Tikka;Dal Makhani,303.23;322.01;293.23
Jul2024,week3,21/07/2024,Puri;Dosa;Upma,76.74;88.31;71.95,Rice;Mixed Vegetables;Chole,265.08;250.69;208.05,Roti;Shahi Paneer;Paneer Tikka,347.56;308.90;285.72
Jul2024,week4,22/07/2024,Aloo Paratha;Upma;Poha,44.40;71.70;57.74,Rice;Sambar;Palak Paneer,292.46;289.87;201.01,Roti;Chana Masala;Bhindi Fry,288.31;232.36;285.80
Jul2024,week4,23/07/2024,Puri;Idli;Upma,75.12;87.58;74.36,Rice;Palak Paneer;Sambar,298.61;288.99;215.59,Roti;Tandoori Roti;Shahi Paneer,305.28;375.14;300.43
Jul2024,week4,24/07/2024,Idli;Poha;Puri,92.80;58.32;77.17,Rice;Rasam;Palak Paneer,260.60;313.09;203.97,Roti;Paneer Butter Masala;Bhindi Fry,354.78;242.32;288.03
Jul2024,week4,25/07/2024,Poha;Aloo Paratha;Upma,62.35;43.52;77.55,Rice;Dal Tadka;Rasam,237.25;267.86;207.22,Roti;Shahi Paneer;Bhindi Fry,363.69;251.34;292.37
Jul2024,week4,26/07/2024,Chole Bhature;Puri;Poha,57.72;76.84;58.94,Rice;Dal Tadka;Mixed Vegetables,241.19;276.81;217.37,Roti;Dal Makhani;Tandoori Roti,320.52;296.18;302.91
Jul2024,week4,27/07/2024,Upma;Dosa;Poha,76.05;86.50;60.68,Rice;Mixed Vegetables;Curd Rice,276.85;311.44;213.01,Roti;Aloo Gobi;Shahi Paneer,265.47;374.73;310.27
Jul2024,week4,28/07/2024,Aloo Paratha;Medu Vada;Dosa,44.59;62.32;87.84,Rice;Sambar;Rajma,308.33;274.09;217.83,Roti;Paneer Tikka;Bhindi Fry,292.90;243.75;285.41
Jul2024,week5,29/07/2024,Dosa;Samosa;Aloo Paratha,87.85;78.28;44.04,Rice;Rajma;Palak Paneer,269.12;289.90;217.09,Roti;Aloo Gobi;Bhindi Fry,269.02;249.63;302.74
Jul2024,week5,30/07/2024,Idli;Aloo Paratha;Medu Vada,90.27;45.81;57.72,Rice;Palak Paneer;Curd Rice,305.78;289.98;208.82,Roti;Paneer Tikka;Dal Makhani,287.80;344.18;291.92
Jul2024,week5,31/07/2024,Dosa;Medu Vada;Idli,90.98;58.67;91.32,Rice;Rasam;Chole,274.49;234.66;205.74,Roti;Paneer Tikka;Chana Masala,297.08;303.07;297.44
Aug2024,week1,01/08/2024,Samosa;Idli;Upma,75.06;90.25;78.12,Rice;Sambar;Rasam,311.76;278.48;201.66,Roti;Shahi Paneer;Dal Makhani,361.87;345.58;285.00
Aug2024,week1,02/08/2024,Samosa;Medu Vada;Poha,72.15;61.67;61.29,Rice;Mixed Vegetables;Chole,263.80;246.67;218.60,Roti;Dal Makhani;Tandoori Roti,321.31;310.72;294.53
Aug2024,week1,03/08/2024,Aloo Paratha;Samosa;Chole Bhature,46.46;76.48;62.22,Rice;Palak Paneer;Rasam,285.36;277.77;208.08,Roti;Chana Masala;Bhindi Fry,300.41;236.79;290.77
Aug2024,week1,04/08/2024,Poha;Chole Bhature;Samosa,61.14;60.29;75.39,Rice;Curd Rice;Palak Paneer,289.20;298.87;210.29,Roti;Paneer Tikka;Dal Makhani,311.51;323.57;302.55
Aug2024,week1,05/08/2024,Medu Vada;Idli;Chole Bhature,62.50;87.71;60.72,Rice;Dal Tadka;Mixed Vegetables,249.89;282.51;204.18,Roti;Bhindi Fry;Chana Masala,245.30;287.95;290.64
Aug2024,week1,06/08/2024,Idli;Upma;Aloo Paratha,86.61;74.47;46.99,Rice;Palak Paneer;Chole,301.21;235.29;199.85,Roti;Shahi Paneer;Tandoori Roti,350.52;301.21;310.58
Aug2024,week1,07/08/2024,Chole Bhature;Idli;Dosa,60.80;87.65;86.76,Rice;Rajma;Chole,270.92;239.60;208.38,Roti;Tandoori Roti;Dal Makhani,303.70;337.98;313.56
Aug2024,week2,08/08/2024,Idli;Upma;Chole Bhature,88.05;74.85;59.18,Rice;Rasam;Mixed Vegetables,281.40;263.75;214.09,Roti;Chana Masala;Dal Makhani,313.73;344.32;300.95
Aug2024,week2,09/08/2024,Dosa;Medu Vada;Poha,93.78;58.71;57.38,Rice;Rajma;Mixed Vegetables,261.05;279.28;215.51,Roti;Chana Masala;Aloo Gobi,310.22;266.06;297.99
Aug2024,week2,10/08/2024,Aloo Paratha;Idli;Puri,43.91;87.42;71.91,Rice;Curd Rice;Rajma,296.74;279.70;214.24,Roti;Chana Masala;Aloo Gobi,311.87;278.87;293.29
Aug2024,week2,11/08/2024,Upma;Dosa;Poha,75.07;91.80;61.50,Rice;Curd Rice;Chole,301.81;232.20;205.02,Roti;Aloo Gobi;Bhindi Fry,262.19;235.82;288.68
Aug2024,week2,12/08/2024,Idli;Poha;Chole Bhature,88.18;60.24;60.78,Rice;Curd Rice;Chole,304.30;228.49;203.15,Roti;Shahi Paneer;Chana Masala,357.85;310.50;308.72
Aug2024,week2,13/08/2024,Idli;Poha;Puri,93.90;62.64;77.08,Rice;Mixed Vegetables;Rajma,262.96;280.71;209.90,Roti;Tandoori Roti;Dal Makhani,308.92;335.88;288.92
Aug2024,week2,14/08/2024,Puri;Dosa;Samosa,71.41;87.89;75.53,Rice;Chole;Palak Paneer,234.28;291.60;218.78,Roti;Chana Masala;Shahi Paneer,293.74;344.29;301.90
Aug2024,week3,15/08/2024,Idli;Samosa;Aloo Paratha,91.83;73.62;44.34,Rice;Curd Rice;Chole,309.79;235.39;220.13,Roti;Aloo Gobi;Bhindi Fry,275.38;234.31;287.37
Aug2024,week3,16/08/2024,Idli;Puri;Dosa,89.51;77.61;86.62,Rice;Dal Tadka;Chole,238.61;244.73;213.96,Roti;Shahi Paneer;Aloo Gobi,354.24;265.90;286.71
Aug2024,week3,17/08/2024,Upma;Aloo Paratha;Dosa,72.04;45.48;93.35,Rice;Palak Paneer;Rajma,291.66;275.70;209.44,Roti;Bhindi Fry;Tandoori Roti,248.92;293.25;288.63
Aug2024,week3,18/08/2024,Samosa;Poha;Upma,76.11;61.45;75.35,Rice;Sambar;Rajma,305.94;277.75;201.65,Roti;Tandoori Roti;Aloo Gobi,313.99;275.00;311.50
Aug2024,week3,19/08/2024,Medu Vada;Puri;Chole Bhature,60.93;72.49;62.40,Rice;Mixed Vegetables;Sambar,258.97;299.34;214.37,Roti;Bhindi Fry;Paneer Tikka,247.72;291.37;311.57
Aug2024,week3,20/08/2024,Chole Bhature;Idli;Dosa,59.39;92.68;93.78,Rice;Palak Paneer;Mixed Vegetables,286.65;283.39;202.44,Roti;Dal Makhani;Aloo Gobi,315.68;273.42;286.41
Aug2024,week3,21/08/2024,Medu Vada;Upma;Aloo Paratha,57.69;71.34;44.89,Rice;Dal Tadka;Curd Rice,233.96;294.95;208.18,Roti;Shahi Paneer;Dal Makhani,359.28;346.17;286.03
Aug2024,week4,22/08/2024,Dosa;Chole Bhature;Idli,89.51;59.02;93.67,Rice;Rasam;Rajma,280.55;276.12;201.86,Roti;Chana Masala;Shahi Paneer,287.82;346.77;301.94
